"ｺｰﾄﾞ","勘定科目名"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"
"6117","支払手数料","1,013,481","284,934","635,653","313,976","419,298","494,282","704,470","546,720","3,299,627","1,453,825","1,275,222","1,159,347"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001","1,664,001","-225,999","1,664,001","1,675,001","850,002","850,002","450,002"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","385,000","0","0","0","0","0","0","0","0","1,080,000","0","0"
"6312","法定福利費","2,429,188","1,173,009","428,662","1,255,035","3,715,139","-2,819,661","4,748,431","-343,470","-909,584","-300,860","-42,952","-351,918"
"6226","厚生費","4,527,884","4,526,866","406,246","2,108,133","-39,399","539,927","4,231,580","1,994,624","3,113,244","813,376","423,259","212,086"
"6119","退職金","300,000","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","595,866","4,759,787","4,759,787","4,759,787","4,759,787","4,759,787"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","58,182","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818","-137,576","-137,575","-61,818","-107,273"
"6216","修繕／車両関係費","3,241,760","19,895","284,914","110,232","645,418","691,191","810,587","-48,755","2,523,693","4,454,980","100,970","4,631,609"
"6217","事務用消耗品費","52,956","0","0","24,145","0","0","0","0","0","0","0","0"
"6218","通信交通費","425,989","292,267","40,320","334,694","181,033","200,221","188,505","62,782","343,169","96,493","230,388","377,294"
"6219","水道光熱費","191,128","278,507","185,496","230,351","190,905","394,570","-3,048,581","288,368","152,713","290,094","144,417","281,344"
"6221","租税公課","160,125","3,863,200","1,305,863","1,249,700","4,267,500","107,843","10,269,087","10,200","60,478","9,900","0","1,282"
"6222","寄付金","0","0","9,000","0","5,000","0","13,000","0","0","9,000","9,000","0"
"6223","接待交際費","632,288","290,486","134,500","400,081","426,709","430,846","606,851","839,512","530,392","759,818","547,105","267,114"
"6224","保険料","78,680","-135,500","-122,500","-135,500","-127,080","-108,390","901,427","81,190","-61,040","27,906","-116,200","-119,430"
"6225","備品消耗品費","90,927","727,177","91,673","65,957","116,419","65,534","107,518","51,469","104,801","179,233","213,783","135,049"
"6227","管理諸費","1,258,540","5,267,568","562,963","396,890","609,164","835,660","1,279,996","1,292,469","3,614,982","1,781,785","1,158,061","2,230,686"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","-66,000","375,200","95,000","212,160","162,000","30,000","24,000","217,000","80,000","30,000","44,000","20,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","21,818","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","36,432,814","32,514,808","16,630,991","19,409,207","23,393,526","13,315,627","-58,830,225","17,712,395","23,909,033","21,490,607","15,135,150","21,875,702"
,"営業利益（損失）","-28,368,688","-28,489,458","-6,374,098","-10,158,416","-15,599,359","-5,038,884","191,044,764","-11,043,330","-17,801,146","-14,545,013","-13,597,271","-10,558,739"
"7111","受取利息","313","22","75,008","1,017,123","16","76,348","-132,886","8","6","12","17","77,489"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","36,000,000","0","1,938","0","1,210","0","0","75,000","3,000,000","0","509"
"7118","雑収入","606,016","3,217,542","5,329,510","5,908,715","329,332","356,802","5,807,374","6,883,922","853,715","161,989","3,907,813","14,255,081"
,"営業外収益計","606,329","39,217,564","5,404,518","6,927,776","329,348","434,360","5,674,488","6,883,930","928,721","3,162,001","3,907,830","14,333,079"
"7511","支払利息","337,969","250,487","507,801","558,266","244,247","702,033","730,262","499,306","364,786","-734,863","459,562","759,830"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","28,270","0","0","-3,276","0","-13,824","-38,869","0","0","0","-35,238","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","1,000,000","0","0","0","0","0"
"7519","雑損失","169,260","0","1,200,000","0","97,799","0","38,912","0","0","0","0","0"
,"営業外費用計","535,499","250,487","1,707,801","554,990","342,046","688,209","1,730,305","499,306","364,786","-734,863","424,324","759,830"
,"経常利益（損失）","-28,297,858","10,477,619","-2,677,381","-3,785,630","-15,612,057","-5,292,733","194,988,947","-4,658,706","-17,237,211","-10,648,149","-10,113,765","3,014,510"
