"ｺｰﾄﾞ","勘定科目名"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"
"6215","地代家賃","25,656,488","26,169,367","25,596,705","25,918,598","26,917,327","27,515,364","27,484,258","27,148,629","27,627,830","27,786,815","27,095,150","28,309,621"
"6216","修繕／車両関係費","176,267","4,362,117","2,498,706","1,509,852","4,805,153","3,721,026","2,467,858","3,200,386","3,295,748","2,053,201","5,787,397","3,241,506"
"6217","事務用消耗品費","33,703","16,369","45,494","20,201","30,142","68,808","14,922","52,521","16,165","28,349","18,245","5,316"
"6218","通信交通費","278,520","1,219,507","720,329","294,479","1,164,043","1,458,647","757,460","767,911","336,337","1,376,376","891,906","968,600"
"6219","水道光熱費","10,619,834","11,458,517","11,820,337","12,794,647","16,304,150","22,292,348","15,858,033","14,514,877","13,565,809","16,594,283","17,134,573","15,041,300"
"6221","租税公課","89,400","4,686,500","73,584","1,183,800","3,203,300","8,925,412","51,200","146,600","55,800","157,000","140,200","402,900"
"6222","寄付金","49,000","20,000","0","200,000","100,000","0","33,000","4,000","59,000","56,000","0","0"
"6223","接待交際費","651,865","1,032,787","902,045","1,883,414","686,414","1,617,270","1,495,288","965,305","1,666,005","1,357,965","1,302,487","598,437"
"6224","保険料","667,947","657,907","660,387","677,637","745,447","2,035,441","915,616","706,956","616,516","644,786","661,366","679,306"
"6225","備品消耗品費","8,501,141","7,644,261","7,816,406","7,666,955","14,043,473","16,050,739","8,545,438","8,470,781","12,042,294","8,788,036","11,662,147","9,665,518"
"6227","管理諸費","4,120,287","6,116,848","8,136,999","6,840,554","5,100,418","2,806,432","4,209,502","5,923,067","3,850,683","4,947,372","5,037,430","7,902,303"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","578,102","343,800","456,800","265,000","204,500","413,300","290,300","319,300","205,800","238,000","185,300","253,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","539,406","6,650","3,400","0","0","0","0"
"6231","雑費","10,000","12,908","0","36,500","19,400","3,957","7,000","3,900","5,000","4,145","36,157","23,550"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","185,648,695","214,341,724","194,005,358","199,676,176","210,881,288","195,695,330","212,074,938","199,518,325","212,514,772","212,539,876","208,677,682","227,616,275"
,"営業利益（損失）","-16,895,470","-33,333,802","-34,320,117","-17,904,587","-18,401,828","101,673,948","-8,452,505","-4,051,122","31,910,769","5,366,009","-20,216,596","16,037,832"
"7111","受取利息","833,415","4,186","4,200","4,196","5,314","2,195,087","4,191","4,168","4,342","4,192","2,152","6,444"
"7112","為替差益","0","0","0","0","0","2,170,583","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","30,000,000","0","1,593","0","2,000,000","267","0","10,000,000","593","20,000,000","0","0"
"7118","雑収入","520,367","2,972,371","2,236,279","1,405,155","559,028","341,995,025","2,002,945","2,595,255","1,329,905","2,065,248","526,030","1,556,136"
,"営業外収益計","31,353,782","2,976,557","2,242,072","1,409,351","2,564,342","346,360,962","2,007,136","12,599,423","1,334,840","22,069,440","528,182","1,562,580"
"7511","支払利息","810,271","880,101","245,893","976,721","873,094","1,332,817","329,018","952,869","429,947","1,053,154","907,180","945,063"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","21,160","11,877","368","-440","-12,233","-48,460","33,741","55,936","-47,317","-18,972","1,604","52,970"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","11,229,329","0","0","0","0","0","0"
"7519","雑損失","0","0","18,920","0","0","3,548,158","0","0","0","310,000","3,000","0"
,"営業外費用計","831,431","891,978","265,181","976,281","860,861","16,061,844","362,759","1,008,805","382,630","1,344,182","911,784","998,033"
,"経常利益（損失）","13,626,881","-31,249,223","-32,343,226","-17,471,517","-16,698,347","431,973,066","-6,808,128","7,539,496","32,862,979","26,091,267","-20,600,198","16,602,379"
