"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","54,710","79,451","62,447","59,676","72,121","87,974","78,370","98,254","59,151","67,401","51,712","66,928"
,"販売費及び一般管理費計","3,521,283","3,943,934","3,906,956","3,768,230","3,611,442","4,431,826","3,629,162","4,972,452","3,403,575","4,891,481","4,003,197","4,389,789"
,"営業利益（損失）","1,523,051","1,155,336","886,742","936,945","685,448","358,887","1,243,421","508,771","1,157,549","-348,598","631,350","651,850"
"7111","受取利息","0","0","0","0","0","79","0","0","0","0","0","89"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","2,000","0","0","0","0","0","0","228,947","0","0","0","0"
,"営業外収益計","2,000","0","0","0","0","79","0","228,947","0","0","0","89"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","1,525,051","1,155,336","886,742","936,945","685,448","358,966","1,243,421","737,718","1,157,549","-348,598","631,350","651,939"
