"ｺｰﾄﾞ","勘定科目名"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"
"6215","地代家賃","4,218,636","3,821,636","3,773,636","3,821,636","3,821,636","3,823,454","3,828,908","3,821,636","3,821,636","3,821,636","3,821,636","3,773,636"
"6216","修繕／車両関係費","362,400","28,707","9,900","0","40,500","0","0","0","108,000","0","0","12,941"
"6217","事務用消耗品費","5,804","0","85,595","0","0","71,340","6,181","0","0","0","0","6,440"
"6218","通信交通費","181,495","45,947","356,333","44,143","208,754","186,254","323,154","213,161","222,930","322,551","49,627","382,757"
"6219","水道光熱費","527,571","426,722","346,036","244,805","270,004","311,778","306,143","275,661","246,069","237,541","260,083","288,475"
"6221","租税公課","600","8,000","12,000","13,000","173,600","10,600","2,000","13,600","12,000","6,000","11,000","21,000"
"6222","寄付金","0","20,000","0","0","12,000","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","2,162"
"6224","保険料","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","810,520","318,878","204,911","356,582","367,464","137,901","507,962","315,647","307,875","244,651","223,430","285,207"
"6227","管理諸費","295,400","253,981","260,990","251,481","253,981","860,379","189,088","257,963","411,645","321,330","256,481","62,690"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","40,000","0","0","10,000","0","10,000","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","1,336","0","0"
,"販売費及び一般管理費計","28,101,114","25,747,530","25,878,321","34,023,322","25,362,084","25,688,902","27,813,786","25,470,479","26,405,151","25,295,251","25,641,207","21,538,541"
,"営業利益（損失）","-3,977,478","-7,883,463","-4,122,066","-5,460,911","1,224,751","1,455,152","1,589,053","7,601,932","-1,461,426","-764,475","987,853","3,511,044"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","7,107","6,922","1,046,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224","3,231"
,"営業外収益計","7,107","6,922","1,046,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224","3,231"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","671","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","1,167,429","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","1,167,429","0","671","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-5,137,800","-7,876,541","-3,075,784","-5,450,745","1,230,076","1,463,165","1,592,765","7,610,959","-1,456,957","-760,676","992,077","3,514,275"
