"ｺｰﾄﾞ","勘定科目名"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"
"6311","雑給","0","-50,000","1,427,020","1,261,051","827,823","435,942","356,987","523,806","712,472","464,046","-86,983,575","536,066"
"6112","旅費交通費","2,098,028","855,353","-373,516","1,228,091","893,606","573,509","170,160","461,118","361,659","426,088","847,955","420,959"
"6113","広告宣伝費","1,452,701","2,526,645","1,105,484","1,157,078","2,174,279","513,319","404,032","716,082","534,808","572,822","1,012,935","1,047,654"
"6114","販売促進費","426,538","255,780","450,765","286,992","276,339","582,089","102,575","216,062","482,867","269,799","360,374","573,079"
"6115","荷造発送費","1,820","22,090","840","1,810","1,900","840","840","8,940","16,680","0","3,840","2,675"
"6116","外注費","523,382","500,000","0","1,000,000","500,000","500,000","230,000","500,000","524,945","500,000","500,000","500,000"
"6117","支払手数料","1,225,485","838,560","3,742,561","153,647","1,013,481","284,934","635,653","313,976","419,298","494,282","704,470","546,420"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001","1,664,001","-225,999","1,664,001"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","385,000","-1,033,500","385,000","385,000","385,000","0","0","0","0","0","0","0"
"6312","法定福利費","96,109","785,584","594,046","230,992","2,429,188","1,173,009","428,662","1,255,035","3,715,139","-2,819,661","4,748,431","-343,470"
"6226","厚生費","5,087,539","-665,579","83,344","15,832,588","4,527,884","4,526,866","406,246","2,108,133","-39,399","539,927","4,231,580","1,994,624"
"6119","退職金","0","0","0","0","300,000","0","0","0","0","0","0","0"
"6214","減価償却費","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","595,866","4,759,787"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","-71,818","-50,909","-72,727","-61,818","58,182","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818"
"6216","修繕／車両関係費","-826,389","-1,560,519","-1,546,536","-647,339","3,241,760","19,895","284,914","110,232","645,418","691,191","810,587","-48,755"
"6217","事務用消耗品費","42,846","0","0","30,778","52,956","0","0","24,145","0","0","0","0"
"6218","通信交通費","73,628","237,704","403,811","58,506","425,989","292,267","40,320","334,694","181,033","200,221","188,505","62,782"
"6219","水道光熱費","424,864","936,988","195,517","333,164","191,128","278,507","185,496","230,351","190,905","394,570","-3,048,581","288,368"
"6221","租税公課","80,117","10,000","628,972","155,536","160,125","3,863,200","1,305,863","1,249,700","4,267,500","107,843","10,269,087","10,200"
"6222","寄付金","0","9,000","0","10,000","0","0","9,000","0","5,000","0","13,000","0"
"6223","接待交際費","885,868","1,419,174","563,334","1,060,270","632,288","290,486","134,500","400,081","426,709","430,846","606,851","839,512"
"6224","保険料","106,515","22,990","54,580","164,820","78,680","-135,500","-122,500","-135,500","-127,080","-108,390","901,427","81,190"
"6225","備品消耗品費","132,569","211,514","-55,200","107,942","90,927","727,177","91,673","65,957","116,419","65,534","107,518","29,114"
"6227","管理諸費","3,464,113","1,175,932","3,147,536","1,607,026","1,258,540","5,267,568","562,963","396,890","609,164","835,660","1,279,996","1,276,479"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","269,500","125,000","60,000","319,333","-66,000","375,200","95,000","212,160","162,000","30,000","24,000","217,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","21,818","0","0","0","0"
,"販売費及び一般管理費計","34,676,450","24,939,712","27,226,472","41,077,108","36,432,814","32,514,808","16,630,991","19,409,207","23,393,526","13,315,627","-58,830,225","17,450,895"
,"営業利益（損失）","-25,740,496","-18,623,799","-20,057,151","-27,535,715","-28,368,688","-28,489,458","-6,374,098","-10,158,416","-15,599,359","-5,038,884","191,044,764","-10,784,557"
"7111","受取利息","405,002","6","5","405,860","313","22","75,008","1,017,123","16","76,348","-132,886","8"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","3,000,000","0","0","0","0","36,000,000","0","1,938","0","1,210","0","0"
"7118","雑収入","465,574","1,331,772","177,759","3,501,039","606,016","3,217,542","5,329,510","5,908,715","329,332","356,802","5,807,374","6,883,922"
,"営業外収益計","3,870,576","1,331,778","177,764","3,906,899","606,329","39,217,564","5,404,518","6,927,776","329,348","434,360","5,674,488","6,883,930"
"7511","支払利息","292,476","322,062","302,216","404,005","337,969","250,487","507,801","558,266","244,247","702,033","730,262","499,306"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-20","0","0","-2,872","28,270","0","0","-3,276","0","-13,824","-38,869","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","1,000,000","0"
"7519","雑損失","0","0","0","0","169,260","0","1,200,000","0","97,799","0","38,912","0"
,"営業外費用計","292,456","322,062","302,216","401,133","535,499","250,487","1,707,801","554,990","342,046","688,209","1,730,305","499,306"
,"経常利益（損失）","-22,162,376","-17,614,083","-20,181,603","-24,029,949","-28,297,858","10,477,619","-2,677,381","-3,785,630","-15,612,057","-5,292,733","194,988,947","-4,399,933"
