"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"6224","保険料","59,320","59,320","59,320","59,320","59,320","59,320","59,320","59,320","61,782","59,320","59,320","59,320"
"6225","備品消耗品費","553,774","783,207","643,162","532,143","614,740","603,725","487,698","1,834,668","891,846","581,512","926,922","696,477"
"6227","管理諸費","272,913","792,594","221,276","196,782","659,426","200,247","232,056","264,499","248,348","211,939","200,985","278,098"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","21,300","0","4,000","18,000","4,000","0","4,000","60,000","4,000","0","4,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","11,544,129","13,518,456","12,460,637","11,582,880","12,776,062","12,210,103","13,490,201","14,748,701","13,107,638","12,183,027","14,057,803","12,169,171"
,"営業利益（損失）","1,301,646","5,747,033","2,725,358","1,946,580","1,340,353","3,101,583","3,464,331","-1,473,740","548,915","895,123","4,757,449","2,841,090"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","206,618","206,686","205,665","187,436","207,911","206,633","206,259","197,721","204,542","196,078","202,655","203,315"
,"営業外収益計","206,618","206,686","205,665","187,436","207,911","206,633","206,259","197,721","204,542","196,078","202,655","203,315"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","200,000","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","200,000","0","0","0","0"
,"経常利益（損失）","1,508,264","5,953,719","2,931,023","2,134,016","1,548,264","3,308,216","3,670,590","-1,476,019","753,457","1,091,201","4,960,104","3,044,405"
