"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","12,000","12,000","12,000","12,000","12,000","866,704","12,000","12,000","12,000","0","0","0"
"6312","法定福利費","452,670","579,119","464,392","426,777","405,740","555,102","462,161","386,306","426,058","394,647","395,653","366,737"
"6226","厚生費","379,815","288,345","478,607","94,966","248,478","458,361","252,446","186,386","80,000","15,750","0","7,200"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","765,792","765,792","270,683","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,228,628","1,227,778","1,250,000","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","747,273","747,273","747,273"
"6216","修繕／車両関係費","151,444","91,500","355,166","114,000","97,500","232,373","78,500","344,417","36,000","0","0","10,909"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","21,858","2,203","21,897","12,617","2,203","12,085","22,068","2,203","21,786","11,898","2,203","21,349"
"6219","水道光熱費","954,427","634,122","1,234,804","593,484","792,728","436,302","943,496","573,730","879,105","332,623","967,447","212,986"
"6221","租税公課","4,000","4,000","2,000","2,000","4,000","8,000","2,000","4,000","0","0","0","0"
"6222","寄付金","0","6,667","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","1,250","0","0","0","0","0","0","0","0","0"
"6224","保険料","50,000","50,000","50,000","62,560","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","626,161","523,374","560,751","2,144,820","607,308","1,657,593","604,556","713,862","445,943","268,894","118,915","660,998"
"6227","管理諸費","243,005","238,575","839,680","231,240","236,957","230,980","246,588","254,243","232,980","169,730","78,260","174,539"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","30,000","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","3,000","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","11,691,073","11,181,532","11,669,661","11,231,273","10,121,507","13,089,114","11,004,142","10,183,941","10,625,940","6,537,054","6,514,279","8,003,104"
,"営業利益（損失）","1,745,642","2,810,173","-593,300","-1,544,646","342,836","342,054","1,175,798","-1,222,911","442,205","-2,360,177","-3,043,855","-13,100"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","3,208","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","600,000","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","600,000","0","3,208","0","0","0","0","0","0","0"
,"経常利益（損失）","1,745,642","2,810,173","-1,193,300","-1,544,646","339,628","342,054","1,175,798","-1,222,911","442,205","-2,360,177","-3,043,855","-13,100"
