"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"6311","雑給","0","1,534,820","1,674,328","2,121,290","1,875,777","1,686,787","1,939,133","1,791,874","1,782,569","1,714,638","1,811,196","1,843,358"
"6112","旅費交通費","0","45,607","48,136","70,772","74,660","33,020","46,185","45,301","52,043","46,475","31,205","49,468"
"6113","広告宣伝費","0","738,693","583,219","787,528","587,146","645,292","731,291","663,026","822,300","975,062","1,501,937","1,670,948"
"6114","販売促進費","0","45,898","36,269","101,403","34,769","64,779","46,612","52,456","50,332","39,864","68,594","16,000"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","12,500","0","0","13,000","0","0","0","0","0","0","8,400"
"6117","支払手数料","0","158,443","108,310","145,411","128,387","155,256","137,649","160,801","294,552","115,341","346,221","220,680"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","57,000","57,000","-106,000","57,000","57,000","57,000","57,000","57,000","-90,000","57,000","57,000"
"6312","法定福利費","0","180,526","180,526","196,162","180,526","195,112","195,112","195,113","195,113","204,766","180,892","187,256"
"6226","厚生費","0","18,438","40,437","21,216","29,733","11,733","31,143","7,188","14,258","21,531","7,188","7,187"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","255,817","255,817","255,817","255,817","255,817","255,817","255,817","255,817","255,817","255,817","255,817"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","649,091","649,091","649,091","649,091","649,091","649,091","561,000","561,000","561,000","561,000","561,000"
"6216","修繕／車両関係費","0","44,000","199,200","99,000","38,500","15,000","33,000","74,300","724,900","56,800","50,000","202,800"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","0","17,950","10,092","2,203","18,236","10,133","2,203","15,821","7,889","4,406","18,053","229"
"6219","水道光熱費","0","400,143","262,650","338,829","301,721","429,102","284,042","402,265","295,776","421,819","530,496","545,715"
"6221","租税公課","0","0","2,000","4,000","0","0","2,000","2,000","0","0","2,000","2,000"
"6222","寄付金","0","5,000","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","4,545","0","0","0","0","0","0"
"6224","保険料","0","0","40,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
"6225","備品消耗品費","0","204,577","340,146","177,789","81,784","146,162","168,475","105,483","161,821","155,551","130,045","117,460"
"6227","管理諸費","0","158,966","117,262","153,847","125,839","157,577","127,246","172,832","140,247","172,662","239,766","174,747"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","5,210,235","5,309,083","5,547,658","4,898,286","4,972,006","5,066,599","4,957,877","5,811,817","5,042,432","6,174,110","6,336,765"
,"営業利益（損失）","0","-339,697","3,220","1,642,609","1,043,477","-389,736","1,107,578","89,574","-630,788","260,370","-570,293","-27,090"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","200","154","0","0","20,000","0","0","0","1","10","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","200","154","0","0","20,000","0","0","0","1","10","0"
,"経常利益（損失）","0","-339,897","3,066","1,642,609","1,043,477","-409,736","1,107,578","89,574","-630,788","260,369","-570,303","-27,090"
