"ｺｰﾄﾞ","勘定科目名"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"
"6227","管理諸費","240,171","238,830","257,101","224,003","218,080","212,885","221,247","312,556","256,176","83,063","136,322","1,225,686"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","64,000","0","16,800","4,000","4,000","0","4,500","0","4,000","18,000","4,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","3,000","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,325,957","13,249,427","11,752,439","11,669,283","15,604,071","12,475,253","13,234,395","13,122,236","7,297,768","6,338,657","14,457,321","11,790,603"
,"営業利益（損失）","4,883,015","932,694","-237,130","1,041,391","2,339,789","3,100,864","243,309","4,362,860","-2,547,301","51,327","-3,027,322","1,027,727"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","204,462","206,230","201,236","204,206","204,103","204,659","202,616","203,201","201,454","201,454","201,454","201,454"
,"営業外収益計","204,462","206,230","201,236","204,206","204,103","204,659","202,616","203,201","201,454","201,454","201,454","201,454"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","2","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","2","0","0","0","0","0"
,"経常利益（損失）","5,087,477","1,138,924","-35,894","1,245,597","2,543,892","3,305,523","445,923","4,566,061","-2,345,847","252,781","-2,825,868","1,229,181"
