ｺｰﾄﾞ,勘定科目名, 2年  8月, 2年  9月, 2年 10月, 2年 11月, 2年 12月, 3年  1月, 3年  2月, 3年  3月, 3年  4月, 3年  5月, 3年  6月, 3年  7月
6113,広告宣伝費,"226,900","826,638","338,882","407,200","516,100","347,773","268,000","375,045","317,700","275,800","277,100","362,000"
6114,教育訓練費,0,0,0,0,0,0,0,0,0,0,0,0
6115,接客サービス費,"391,136","348,565","645,427","317,803","402,357","283,500","556,341","317,041","256,434","658,093","404,978","378,521"
6116,コンペ参加諸費,"51,650","87,582","19,573","58,072","51,827","68,281","54,583","41,982","91,460","8,277","52,222","15,132"
6117,プレイ器具費,"154,484","150,454","25,000","413,594","10,000","62,460","74,300","26,220","135,930","715,000","262,555","10,000"
6118,,0,0,0,0,0,0,0,0,0,0,0,0
6211,役員報酬,"417,000","417,000","417,000","417,000","567,000","567,000","567,000","567,000","567,000","567,000","567,000","567,000"
6232,,0,0,0,0,0,0,0,0,0,0,0,0
6212,社員給与,"2,019,963","2,072,665","2,151,585","2,046,879","2,022,231","2,057,073","2,000,641","2,129,903","2,070,683","2,183,454","2,132,524","2,028,190"
6213,従業員賞与,"75,000","-225,000","75,000","75,000","249,220","75,000","75,000","75,000","75,000","75,000","735,105","188,000"
6312,法定福利費,"661,255","332,905","339,469","331,518","412,992","380,585","383,676","380,547","380,271","395,457","246,229","395,379"
6226,厚生費,"21,111","53,851","58,931","50,274","100,287","13,059","10,241","32,786","6,320","15,897","9,380","21,030"
6119,退職手当等,0,0,0,0,0,0,0,0,0,0,0,0
6214,減価償却費,"465,000","477,766","442,000","442,000","442,000","442,000","520,214","433,000","433,000","433,000","580,000","580,000"
6234,,0,0,0,0,0,0,0,0,0,0,0,0
6215,地代家賃・リース料,"677,306","677,306","677,306","677,306","1,873,287","677,306","738,489","677,306","677,306","1,574,975","677,306","672,076"
6216,修繕費,"267,163","108,600","502,030","52,718","887,200","83,000","380,850","74,300","15,000","157,099","201,375","30,130"
6217,事務用消耗品費,"36,755","23,438","28,662","38,588","6,589","73,644","14,066","25,298","39,677","12,230","17,286","49,190"
6218,通信交通費,"69,277","76,265","96,277","76,302","82,390","75,820","72,236","77,920","88,310","79,629","83,813","80,345"
6219,水道光熱費,"247,169","369,049","273,790","303,122","222,006","299,211","338,874","388,102","240,334","314,619","226,578","249,568"
6221,租税公課,900,"-4,000",0,"75,000","132,000",0,"132,000","207,000","116,900","74,800",0,0
6222,会議費,0,0,0,0,0,0,0,0,0,0,0,0
6223,接待交際費,0,"1,091","5,593","3,199","5,576","2,909","1,880","9,812","62,481",0,0,"10,270"
6224,保険料,0,"329,394","373,220","49,930","500,510","56,300","92,740","39,028",0,"-381,580","6,000","6,000"
6225,備品消耗品費,"108,489","143,730","75,183","103,200","109,605","223,645","185,266","77,189","84,123","112,937","69,067","42,335"
6227,管理諸費,"117,600","221,600","117,600","641,600","117,600","521,680","117,600","117,600","511,100","226,600","117,600","117,600"
6228,寄付金,0,"20,000","5,000",0,0,0,0,0,0,"5,000",0,0
6229,その他の一般管理費,"32,000","32,000","15,500","48,500","15,500","32,000","32,000","48,500","32,000","32,000","32,000","15,500"
6313,,0,0,0,0,0,0,0,0,0,0,0,0
6233,,0,0,0,0,0,0,0,0,0,0,0,0
6314,貸倒償却,0,"2,925",0,0,0,0,"1,251",0,0,0,0,0
6231,雑費,"15,845","47,884","44,786","20,001","41,669","12,692","41,188","19,264","63,465","16,968","25,470","113,788"
,販売費及び一般管理費計,"7,467,143","8,095,143","8,341,383","8,146,605","10,283,959","7,761,614","7,851,666","7,478,797","7,603,293","8,981,301","8,036,961","7,304,139"
,営業利益（損失）,"1,704,119","2,164,397","2,498,060","1,991,937","-1,081,470","1,893,855","886,396","2,739,064","2,750,115","2,899,115","1,747,354","1,380,398"
7111,受取利息,12,154,0,0,0,0,69,171,0,0,0,0
7112,受入家賃,0,0,0,0,0,0,0,0,0,0,0,0
7113,,0,0,0,0,0,0,0,0,0,0,0,0
7114,受取配当金,0,0,0,0,0,0,0,0,0,0,0,0
7118,雑収入,0,"-393,396",0,"1,111",820,0,"1,301,185",0,0,0,500,0
,営業外収益計,12,"-393,242",0,"1,111",820,0,"1,301,254",171,0,0,500,0
7511,支払利息割引料,0,0,0,0,0,0,0,0,0,0,0,0
7518,手形売却損,0,0,0,0,0,0,0,0,0,0,0,0
7512,,0,0,0,0,0,0,0,0,0,0,0,0
7513,,0,0,0,0,0,0,0,0,0,0,0,0
7514,,0,0,0,0,0,0,0,0,0,0,0,0
7515,繰延資産償却,0,0,0,0,0,0,0,0,0,0,0,0
7519,雑損失,0,0,0,0,0,"400,000","6,640",0,0,0,0,0
,営業外費用計,0,0,0,0,0,"400,000","6,640",0,0,0,0,0
,経常利益（損失）,"1,704,131","1,771,155","2,498,060","1,993,048","-1,080,650","1,493,855","2,181,010","2,739,235","2,750,115","2,899,115","1,747,854","1,380,398"
