"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"6223","接待交際費","1,507,424","1,042,237","1,517,028","587,293","917,495","1,421,174","569,011","1,088,004","633,197","290,486","144,500","200,808"
"6224","保険料","863,812","845,602","2,083,974","1,062,182","1,040,582","939,057","970,647","1,080,887","994,747","780,567","793,567","780,567"
"6225","備品消耗品費","11,684,169","9,287,027","36,786,215","11,540,870","13,881,830","15,652,375","8,866,293","8,084,109","9,674,318","-7,385,589","4,938,557","7,978,865"
"6227","管理諸費","6,008,581","5,283,781","8,474,749","6,123,154","8,662,403","5,565,226","7,144,348","6,406,383","6,727,146","7,854,381","2,294,967","2,192,916"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","307,500","108,500","353,000","296,800","385,200","200,300","217,300","334,633","148,300","440,600","176,800","283,960"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","480,005","0","0","0","0","0","0","0","0","0"
"6231","雑費","3,356","441,850","8,037","0","0","0","8,200","0","0","2,000","0","3,300"
,"販売費及び一般管理費計","239,051,704","231,090,645","296,979,519","237,043,509","251,151,181","259,543,837","236,857,131","239,425,731","238,270,178","149,621,287","136,664,451","178,407,776"
,"営業利益（損失）","-19,126,262","30,768,930","-89,379,277","-24,146,432","-11,959,118","41,564,473","31,517,395","-17,788,793","-31,937,200","-72,570,737","-48,147,331","-25,578,220"
"7111","受取利息","5","76,130","794,408","10","405,002","6","5","405,860","313","22","75,008","12"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","919","0","81","0","3,000,000","0","0","0","0","36,000,000","0","1,938"
"7118","雑収入","5,332,865","5,697,145","6,506,650","1,419,940","1,260,791","2,465,157","735,469","3,969,501","2,025,806","3,583,660","5,811,352","6,442,307"
,"営業外収益計","5,333,789","5,773,275","7,301,139","1,419,950","4,665,793","2,465,163","735,474","4,375,361","2,026,119","39,583,682","5,886,360","6,444,257"
"7511","支払利息","364,813","356,840","295,737","270,100","292,476","322,062","302,216","404,005","337,969","250,487","507,801","558,266"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","10,348","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","4,198","37,899","-933","3,366","940","1,905","-3,465","32,177","-591","-98","-3,456"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","5,598,189","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","1,630,380","0","0","0","0","0","0","169,260","0","1,200,000","0"
,"営業外費用計","364,813","1,991,418","5,942,173","269,167","295,842","323,002","304,121","400,540","539,406","249,896","1,707,703","554,810"
,"経常利益（損失）","-14,157,286","34,550,787","-88,020,311","-22,995,649","-7,589,167","43,706,634","31,948,748","-13,813,972","-30,450,487","-33,236,951","-43,968,674","-19,688,773"
