"ｺｰﾄﾞ","勘定科目名"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"
"6312","法定福利費","375,215","312,152","278,492","278,492","296,970","271,570","271,570","271,570","288,955","292,835","329,326","292,835"
"6226","厚生費","11,332","212,973","161,200","121,182","194,934","91,393","28,884","36,011","232,022","191,319","288,190","262,686"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","520,446","520,604","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314","392,314"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273"
"6216","修繕／車両関係費","0","138,000","138,000","243,201","11,700","75,900","46,000","0","175,150","93,500","127,000","110,000"
"6217","事務用消耗品費","771","0","771","11,043","2,375","0","0","0","0","0","0","0"
"6218","通信交通費","21,003","11,578","11,585","11,600","2,203","21,117","11,594","11,495","2,203","20,942","11,530","11,561"
"6219","水道光熱費","921,980","1,018,232","719,613","856,111","708,665","1,131,444","1,008,631","990,412","651,918","877,214","554,669","745,815"
"6221","租税公課","1,000","0","1,000","2,000","0","1,000","0","4,000","4,000","1,000","2,000","2,000"
"6222","寄付金","6,668","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","1,080","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","570,918","668,235","410,080","597,925","986,470","764,533","1,469,068","390,983","543,131","370,933","2,155,740","567,949"
"6227","管理諸費","241,680","203,030","243,879","204,354","117,300","812,000","219,000","200,952","233,500","195,200","233,100","195,100"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","17,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","2,310","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","9,075,351","9,265,018","8,739,827","9,010,566","9,895,098","10,136,773","9,693,592","9,540,038","9,242,943","9,376,177","11,269,488","9,509,610"
,"営業利益（損失）","-411,745","-1,875,319","-972,600","-2,073,289","82,668","-1,406,479","-2,392,786","402,901","-387,608","-874,847","-2,309,897","-317,028"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-411,745","-1,875,319","-972,600","-2,073,289","82,668","-1,406,479","-2,392,786","402,901","-387,608","-874,847","-2,309,897","-317,028"
