"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","520,000","-126,250","1,807,833","0","0","0","0","433,333","433,333","433,332","433,333","433,333"
"6312","法定福利費","634,456","634,492","867,207","809,959","619,435","592,386","620,600","620,600","643,040","699,290","643,696","643,696"
"6226","厚生費","0","0","0","0","2,050","3,600","1,640","2,200","7,302","12,781","13,191","5,965"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","292,802","292,802","292,802","292,802","292,802","292,802","-1,046,780","253,630","253,630","253,630","253,630","253,630"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,617,636","2,618,545","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636","2,617,636"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","25,000","0","0","30,000","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","143,758","15,110","328,151","162,888","18,487","338,749","163,514","172,273","127,476","13,747","296,624","137,020"
"6219","水道光熱費","93,287","109,400","108,608","114,623","113,584","121,508","124,318","123,419","134,968","136,570","144,150","143,266"
"6221","租税公課","10,000","10,000","10,000","0","7,800","10,000","0","5,000","10,600","10,000","10,000","600"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","9,070","0","0","0","0"
"6224","保険料","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000"
"6225","備品消耗品費","156,397","99,162","118,906","106,827","192,530","76,196","179,161","85,131","131,818","159,005","59,654","253,656"
"6227","管理諸費","54,394","19,994","14,894","14,894","31,400","14,894","31,944","26,444","31,394","14,894","28,644","22,700"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,558,845","11,329,536","13,622,093","11,107,330","12,779,651","12,859,966","11,745,994","12,035,372","13,167,136","12,485,714","15,246,313","14,020,777"
,"営業利益（損失）","2,717,735","-385,529","-1,232,859","1,022,198","-858,161","-1,127,174","862,608","2,746,519","2,133,016","1,591,469","2,307,790","3,425,338"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","1,167,429","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","1,167,429","0","0","0","0","0"
,"経常利益（損失）","2,717,735","-385,529","-1,232,859","1,022,198","-858,161","-1,127,174","-304,821","2,746,519","2,133,016","1,591,469","2,307,790","3,425,338"
