"ｺｰﾄﾞ","勘定科目名"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"
"6216","修繕／車両関係費","23,000","50,450","87,250","175,440","224,050","12,650","31,183","193,200","33,200","0","95,500","879,713"
"6217","事務用消耗品費","0","0","0","0","19","0","0","330","0","0","0","0"
"6218","通信交通費","46,082","41,692","33,464","42,176","21,830","55,474","33,499","42,868","21,137","57,203","35,763","56,636"
"6219","水道光熱費","655,948","837,545","944,429","807,583","571,842","553,716","714,455","588,679","469,183","520,915","445,286","562,734"
"6221","租税公課","0","0","0","0","0","0","0","2,000","0","0","2,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","288,772","913,716","142,122","220,919","291,595","210,989","141,906","130,565","187,456","233,659","115,461","2,566,295"
"6227","管理諸費","79,662","56,562","79,662","56,562","67,662","58,562","67,662","109,624","120,562","93,262","130,562","237,262"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","6,650","3,400","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,482,760","6,377,497","5,832,872","5,769,514","6,067,721","5,919,632","5,498,449","6,023,957","6,136,214","5,950,009","5,662,565","9,291,801"
,"営業利益（損失）","815,901","-824,431","-182,742","-501,497","1,303,474","666,562","-168,546","1,088,239","193,099","774,134","537,754","-2,435,746"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","800,800","0","0","0","0","0","134,000","0","0"
,"営業外収益計","0","0","0","800,800","0","0","0","0","0","134,000","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","815,901","-824,431","-182,742","299,303","1,303,474","666,562","-168,546","1,088,239","193,099","908,134","537,754","-2,435,746"
