"ｺｰﾄﾞ","勘定科目名"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"
"6117","支払手数料","523,588","706,827","737,615","763,641","574,650","893,183","304,644","233,108","593,990","499,648","516,802","486,244"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","12,000","12,000","866,704","12,000","12,000","12,000","0","0","0","0","0","0"
"6312","法定福利費","426,777","405,740","555,102","462,161","386,306","426,058","394,647","395,653","366,737","381,279","388,313","400,445"
"6226","厚生費","94,966","248,478","458,361","252,446","186,386","80,000","15,750","0","7,200","307,600","94,609","61,689"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730","660,730"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","1,227,273","747,273","747,273","747,273","1,227,273","1,227,273","1,227,273"
"6216","修繕／車両関係費","114,000","97,500","232,373","78,500","344,417","36,000","0","0","10,909","92,000","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","644","0","0"
"6218","通信交通費","12,617","2,203","12,085","22,068","2,203","21,786","11,898","2,203","21,349","11,861","12,503","11,881"
"6219","水道光熱費","593,484","792,728","436,302","943,496","573,730","879,105","332,623","967,447","212,986","610,068","406,820","837,921"
"6221","租税公課","2,000","4,000","8,000","2,000","4,000","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","5,000","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","62,560","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","2,144,820","607,308","1,657,593","604,556","713,862","445,943","268,894","118,915","660,998","769,653","477,715","459,750"
"6227","管理諸費","231,240","236,957","230,980","246,588","254,243","232,980","169,730","78,260","173,630","244,045","192,330","191,030"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","30,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","11,231,273","10,121,507","13,089,114","11,004,142","10,183,941","10,625,940","6,537,054","6,514,279","8,002,195","10,035,062","9,033,858","9,039,965"
,"営業利益（損失）","-1,544,646","342,836","342,054","1,175,798","-1,222,911","442,205","-2,360,177","-3,043,855","-12,191","-569,757","447,607","-1,044,635"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","3,208","0","0","0","0","0","0","0","160","-160","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","200,000"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","3,208","0","0","0","0","0","0","0","160","-160","200,000"
,"経常利益（損失）","-1,544,646","339,628","342,054","1,175,798","-1,222,911","442,205","-2,360,177","-3,043,855","-12,191","-569,917","447,767","-1,244,635"
