"ｺｰﾄﾞ","勘定科目名"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"
"6114","販売促進費","0","0","0","0","0","0","0","0","11,000","0","0","0"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","14,700","0","0","0","0","0","0"
"6117","支払手数料","538,052","702,056","844,627","659,401","561,261","469,914","617,018","579,217","688,835","364,174","660,261","651,214"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","60,000","0","0","0","0","144,200","80,750","80,750","80,750"
"6312","法定福利費","91,458","92,456","92,456","99,611","98,060","92,456","99,213","99,206","114,336","116,038","100,938","64,473"
"6226","厚生費","256,430","90,936","137,012","174,098","87,631","26,394","58,597","49,136","46,532","47,100","92,215","81,932"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","641,316","525,962","525,962","525,962","525,962","525,962","525,962","525,962","525,962","525,962","525,962","525,962"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","248,692","647,006","609,800","665,176","598,356","598,356","598,356","598,356","632,691","598,356","598,356","598,356"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","3,107","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","136","0","0","0","13,729","965","1,907","946","955","1,382","987","4,003"
"6219","水道光熱費","149,147","279,925","255,501","281,435","265,794","241,945","254,661","313,187","339,672","342,461","391,613","385,782"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","30,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","37,408","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","54,331","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","4,155,368","383,961","98,130","252,458","99,903","181,684","66,214","128,539","239,185","147,032","143,788","91,193"
"6227","管理諸費","24,847","27,616","123,500","13,500","25,500","19,500","28,550","25,500","43,536","27,318","29,818","25,500"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","30,000","0"
,"販売費及び一般管理費計","8,819,884","5,773,919","4,925,474","5,293,934","4,562,562","4,368,607","4,849,876","4,289,928","5,008,666","4,313,408","4,601,602","4,408,232"
,"営業利益（損失）","-7,703,768","-1,022,840","-411,694","-466,517","-756,390","-1,697,645","-1,072,595","-187,349","-274,696","-530,049","-624,668","-223,345"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-600","0","0","0","0","0","-1,980","0","0","152","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","70,263","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","70,263","-600","0","0","0","0","0","-1,980","0","0","152","0"
,"経常利益（損失）","-7,774,031","-1,022,240","-411,694","-466,517","-756,390","-1,697,645","-1,072,595","-185,369","-274,696","-530,049","-624,820","-223,345"
