"ｺｰﾄﾞ","勘定科目名"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"
"6117","支払手数料","451,390","450,618","441,774","456,414","456,788","435,828","440,810","434,832","371,892","264,546","90,940","290,136"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","10,000","10,000","10,000","10,000","104,842","10,000","10,000","10,000","0","0","0","0"
"6312","法定福利費","137,399","146,987","151,587","151,587","173,093","151,587","162,713","165,662","165,662","165,662","154,687","134,303"
"6226","厚生費","15,000","115,556","7,932","7,591","11,350","13,907","5,341","16,111","-1,909","0","0","5,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","165,457","753,342","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217","249,217"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","701,000","701,944","689,182","689,182","689,182","689,182","689,182","689,182","511,091","511,091","511,091","665,182"
"6216","修繕／車両関係費","211,148","7,000","8,200","27,900","134,500","0","50,909","533,200","0","0","22,500","28,334"
"6217","事務用消耗品費","24,581","36,475","16,371","15,579","25,387","21,532","23,860","0","29,472","3,334","0","13,298"
"6218","通信交通費","2,666","58,020","30,739","2,657","25,703","64,227","2,962","53,070","34,511","2,657","55,719","25,254"
"6219","水道光熱費","595,144","636,449","531,061","414,041","399,878","459,018","485,429","422,115","413,291","251,149","197,018","296,382"
"6221","租税公課","0","0","2,000","0","2,000","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","54,060","54,060","62,560","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","202,358","172,341","75,181","216,575","199,290","182,780","115,160","162,562","8,417","19,695","35,477","121,129"
"6227","管理諸費","122,265","130,553","123,441","134,650","90,483","158,895","72,996","437,053","11,460","0","38,915","41,368"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","3,000","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","11,872","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,132,035","5,468,124","4,409,830","4,802,683","5,454,294","4,720,020","4,606,124","5,265,183","3,351,081","2,808,640","2,937,728","3,592,939"
,"営業利益（損失）","6,172,636","2,072,375","2,969,060","2,784,539","8,080,341","6,109,167","2,394,095","1,591,697","-2,839,107","-2,809,480","-269,355","-817,248"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","34,280","0","0","102,273","0","0","138,500","0","0","0","0","0"
,"営業外収益計","34,280","0","0","102,273","0","0","138,500","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","-20","0","-160","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","-20","0","-160","0"
,"経常利益（損失）","6,206,916","2,072,375","2,969,060","2,886,812","8,080,341","6,109,167","2,532,595","1,591,697","-2,839,087","-2,809,480","-269,195","-817,248"
