ｺｰﾄﾞ,勘定科目名,30年  2月,30年  3月,30年  4月,30年  5月,30年  6月,30年  7月,30年  8月,30年  9月,30年 10月,30年 11月,30年 12月,31年  1月,31年  1月累計
6224,保険料,"200,000","200,000","200,000","200,000","200,000","200,000","200,000","225,930","230,000","200,000","200,000","200,000","830,000"
6225,備品消耗品費,"14,893","135,637","10,461","58,896","53,005","11,983","13,686","689,788","22,221","95,390","71,092","53,124","241,827"
6227,管理諸費,"258,329","250,371","227,866","207,932","232,120","267,592","265,829","269,779","238,823","832,076","234,202","351,157","1,656,258"
6228,リース／レンタル料,"1,885,149","1,948,093","1,886,168","1,781,168","1,784,053","1,713,552","1,774,984","1,708,545","1,707,500","1,727,500","1,707,500","1,723,500","6,866,000"
6229,諸会費,"10,000","19,000","294,978","140,000","10,000","10,000","10,000","92,000","10,000","10,000","10,000","10,000","40,000"
6313,,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,,0,0,0,0,0,0,0,0,0,0,0,0,0
6314,貸倒償却,0,0,0,0,0,0,0,"3,884,785",0,0,0,0,0
6231,雑費,0,0,0,0,0,0,0,0,0,0,0,0,0
,販売費及び一般管理費計,"46,522,303","50,958,618","46,332,319","47,235,760","49,180,397","56,289,578","64,191,735","69,548,448","60,774,069","59,166,078","61,942,022","64,009,116","245,891,285"
,営業利益（損失）,"1,453,922","1,236,182","1,754,108","3,416,385","-1,149,627","-7,252,604","-8,915,317","-8,064,797","796,404","-148,711","-676,418","-2,247,981","-2,276,706"
7111,受取利息,749,902,5,4,5,4,597,809,4,5,4,5,18
7112,為替差益,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,受取配当金,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,雑収入,"286,478","30,478","30,478","30,478","30,478","30,478","30,478","30,651","30,478","30,478","194,078","1,482,978","1,738,012"
,営業外収益計,"287,227","31,380","30,483","30,482","30,483","30,482","31,075","31,460","30,482","30,483","194,082","1,482,983","1,738,030"
7511,支払利息,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,手形売却損,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,為替差損,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,現金過不足,0,0,"5,502",0,0,0,0,0,0,0,-500,0,-500
7514,貸倒償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,繰延資産償却,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,雑損失,0,0,0,0,0,0,0,0,0,0,0,0,0
,営業外費用計,0,0,"5,502",0,0,0,0,0,0,0,-500,0,-500
,経常利益（損失）,"1,741,149","1,267,562","1,779,089","3,446,867","-1,119,144","-7,222,122","-8,884,242","-8,033,337","826,886","-118,228","-481,836","-764,998","-538,176"
