"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
,"売上総利益","13,066,843","11,693,124","10,207,183","15,440,789","11,288,342","10,815,326","10,041,578","11,201,920","7,813,392","5,520,457","11,156,190","10,548,345"
"6111","給与手当","1,936,000","1,936,000","1,784,000","1,737,000","1,413,000","1,422,500","1,465,000","1,543,390","1,229,000","1,519,000","1,230,000","1,567,000"
"6311","雑給","2,794,361","2,450,752","2,133,138","2,896,109","2,592,415","2,637,768","2,473,341","2,828,374","2,453,987","2,057,378","2,877,670","2,719,376"
"6112","旅費交通費","105,855","95,515","92,945","112,133","104,278","109,064","91,297","86,162","75,227","76,884","91,256","83,882"
"6113","広告宣伝費","1,273,455","963,836","891,214","1,102,236","973,350","677,403","671,721","1,023,178","610,583","1,297,004","650,832","573,197"
"6114","販売促進費","160,196","126,628","178,407","153,861","152,725","129,989","196,553","89,955","147,597","118,195","131,453","162,386"
"6115","荷造発送費","0","0","0","0","153","0","0","718","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","696,376","678,642","550,784","733,164","619,320","594,061","630,307","715,963","533,904","392,614","554,843","636,828"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","302,500","0","0","0","0","0","150,000","0","0","0","0","0"
"6312","法定福利費","474,934","429,839","507,796","376,879","335,131","335,131","361,887","274,843","274,843","318,621","218,844","218,844"
"6226","厚生費","5,000","0","4,500","5,341","30,274","15,773","21,091","135,227","15,750","8,291","19,341","64,900"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","378,396","378,396","378,396","378,396","378,396","378,396","378,396","378,396","378,396","378,492","362,054","362,054"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","549,067","549,067","549,067","414,007","414,007","414,007","414,007","414,007","549,067","549,067","549,067","549,067"
"6216","修繕／車両関係費","50,000","137,550","11,000","90,700","192,250","0","412,800","463,900","46,500","137,920","0","53,350"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","391"
"6218","通信交通費","21,390","25,435","24,054","30,307","25,189","26,228","26,169","21,160","29,695","25,219","21,150","30,538"
"6219","水道光熱費","517,239","493,444","722,908","638,327","472,860","664,476","532,421","693,040","702,002","1,002,430","525,997","636,395"
"6221","租税公課","0","0","0","4,000","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","14,000","0","56,667","0","0","4,000"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","78,568","138,752","78,568","78,568"
"6225","備品消耗品費","1,002,529","441,347","408,717","743,093","843,130","685,047","702,933","608,926","613,887","567,429","520,133","2,110,815"
"6227","管理諸費","223,825","168,733","206,279","175,279","606,279","171,725","219,725","185,256","204,725","171,725","212,955","171,725"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","20,000","0","0","0","0","0","0","50,000","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","18,290","0","0","0","0","0","0","65,000","0","0","0"
,"販売費及び一般管理費計","10,589,691","8,972,042","8,521,773","9,669,400","9,231,325","8,340,136","8,840,216","9,591,063","8,065,398","8,759,021","8,044,163","10,023,316"
,"営業利益（損失）","2,477,152","2,721,082","1,685,410","5,771,389","2,057,017","2,475,190","1,201,362","1,610,857","-252,006","-3,238,564","3,112,027","525,029"
"7111","受取利息","0","0","0","0","0","0","0","0","0","72","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","72","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","83,333","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","83,333","0","0"
,"経常利益（損失）","2,477,152","2,721,082","1,685,410","5,771,389","2,057,017","2,475,190","1,201,362","1,610,857","-252,006","-3,321,825","3,112,027","525,029"
