"ｺｰﾄﾞ","勘定科目名"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"
"6214","減価償却費","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","6,194,488","5,785,592"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","974,545","424,545","324,545","644,545","350,670","350,671","572,295","424,545","397,272","424,545","524,545","-263,455"
"6216","修繕／車両関係費","68,000","1,030,479","0","3,961,340","0","0","2,512,698","614,450","73,432","1,159,791","261,950","515,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","354,988","26,690","191,476","112,187","120,010","31,230","231,029","125,666","33,956","218,699","131,383","175,004"
"6219","水道光熱費","116,441","158,154","-412,067","396,154","13,049","170,679","-25,698","61,955","139,137","266,371","186,244","246,026"
"6221","租税公課","255,600","4,500","30,000","4,000","0","40,500","4,541,300","55,800","1,044,400","3,172,300","8,710,412","0"
"6222","寄付金","0","0","30,000","0","0","29,000","20,000","0","200,000","50,000","0","10,000"
"6223","接待交際費","1,086,615","1,920,340","1,566,648","369,276","1,225,931","620,665","1,032,787","898,236","1,876,869","685,039","1,593,979","1,471,685"
"6224","保険料","-44,080","-187,180","-177,548","-174,158","-181,518","-216,858","-214,268","-226,788","-229,268","-161,458","977,648","-103,068"
"6225","備品消耗品費","48,285","268,297","62,105","81,187","90,019","38,237","134,436","309,289","67,780","438,315","33,718","72,391"
"6227","管理諸費","5,200,518","1,623,632","1,060,007","2,733,550","986,086","1,229,662","2,058,940","4,763,472","1,791,685","1,511,621","-684,403","1,030,709"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","60,000","70,000","130,000","20,000","20,000","451,702","202,000","222,000","80,000","142,000","350,000","107,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","539,406","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","-5,000,000"
,"販売費及び一般管理費計","22,864,465","15,518,029","13,070,747","20,461,436","15,921,101","17,430,743","27,094,137","21,308,826","22,133,885","17,480,043","49,604,618","10,160,761"
,"営業利益（損失）","-14,201,234","-7,577,100","-5,277,561","-12,796,335","-5,295,281","-6,554,512","-15,319,849","-10,187,170","-12,039,624","-4,489,741","79,331,342","-1,639,305"
"7111","受取利息","833,481","833,344","833,350","1,884,280","833,663","833,415","4,186","4,200","4,196","5,314","2,194,322","4,191"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","317,516","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","10,000,000","890","0","0","0","30,000,000","0","1,593","0","2,000,000","267","0"
"7118","雑収入","1,811,899","65,400","406,668","168,412","149,756","145,764","2,008,213","1,696,551","1,058,043","233,174","17,052,207","227,569"
,"営業外収益計","12,645,380","899,634","1,240,018","2,052,692","983,419","30,979,179","2,012,399","1,702,344","1,062,239","2,238,488","19,564,312","231,760"
"7511","支払利息","684,897","256,652","674,263","968,443","678,349","918,331","880,101","245,893","976,721","873,094","894,092","767,743"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-35,638","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","300,000","0"
"7519","雑損失","0","0","3,304","31,719,936","0","0","0","0","0","0","0","0"
,"営業外費用計","684,897","221,014","677,567","32,688,379","678,349","918,331","880,101","245,893","976,721","873,094","1,194,092","767,743"
,"経常利益（損失）","-2,240,751","-6,898,480","-4,715,110","-43,432,022","-4,990,211","23,506,336","-14,187,551","-8,730,719","-11,954,106","-3,124,347","97,701,562","-2,175,288"
