"ｺｰﾄﾞ","勘定科目名"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","62,499","62,499","168,535","62,499","62,499"
"6312","法定福利費","0","0","0","0","0","0","0","290,039","290,039","460,866","290,039","290,039"
"6226","厚生費","0","0","0","0","0","0","0","-5,032","63,964","7,188","11,733","49,748"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","79,323","79,323","79,323","79,323","79,323"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","477,262","477,262","477,262","477,262","477,262"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","55,000","27,500","66,000","77,000","10,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","403","0","0","0","200"
"6218","通信交通費","0","0","0","0","0","0","0","9,251","9,184","9,203","9,320","9,432"
"6219","水道光熱費","0","0","0","0","0","0","0","804,995","471,161","348,502","502,580","392,766"
"6221","租税公課","0","0","0","0","0","0","0","4,000","800","0","6,000","2,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","50,000","25,000","25,000","25,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","173,722","107,207","242,344","99,861","85,773"
"6227","管理諸費","0","0","0","0","0","0","0","6,564","6,564","6,564","6,564","106,727"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","1,000","17,800","0","32,000","1,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","4,834,165","4,415,565","4,873,931","5,138,966","4,231,755"
,"営業利益（損失）","0","0","0","0","0","0","0","199,015","660,859","2,760,185","-427,063","-55,651"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","199,015","660,859","2,760,185","-427,063","-55,651"
