"ｺｰﾄﾞ","勘定科目名"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"
"6312","法定福利費","92,456","97,659","92,456","92,456","90,739","92,456","92,456","99,611","92,456","92,456","90,846","90,841"
"6226","厚生費","17,380","17,727","8,441","0","0","5,000","6,000","31,750","158,455","173,333","98,000","153,801"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","286,798","286,798","286,798","286,798","981,271","296,468","296,468","296,468","296,468","296,468","296,468","296,468"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","450,951","450,951","450,951","450,951","450,951","450,951","450,951","450,951","450,951","450,951","450,951","450,951"
"6216","修繕／車両関係費","40,000","0","0","0","0","0","0","0","0","0","24,000","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","200","0","0","0","0"
"6218","通信交通費","7,607","7,330","0","15,684","15,565","0","15,595","0","31,745","15,864","15,859","0"
"6219","水道光熱費","117,409","182,662","134,717","184,219","36,309","79,435","138,766","175,955","144,226","180,272","90,434","151,642"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","15,000","15,000","15,000","15,000","30,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","79,373","115,968","48,601","19,092","6,217","62,633","66,399","93,225","77,748","14,735","56,704","55,059"
"6227","管理諸費","4,790","15,850","7,670","0","0","8,180","12,460","101,270","20,293","13,670","19,670","19,670"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,300"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","2,575,510","2,791,434","2,678,313","2,196,931","2,836,593","2,617,368","2,649,551","2,981,069","2,819,976","2,476,447","2,573,489","2,840,781"
,"営業利益（損失）","688,157","275,438","491,195","-2,208,677","-2,886,107","1,072,679","1,100,038","1,684,533","121,751","-1,569,197","-560,108","1,038,540"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","688,157","275,438","491,195","-2,208,677","-2,886,107","1,072,679","1,100,038","1,684,533","121,751","-1,569,197","-560,108","1,038,540"
