"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","273,745","263,642","241,190","201,792","222,556","287,402","222,903","232,572","372,602","252,241","197,594","471,020"
"6116","コンペ参加諸費","38,254","29,063","10,636","40,042","17,882","13,171","59,882","6,959","32,827","17,882","11,638","40,565"
"6117","プレイ器具費","0","43,364","34,200","278,250","218,054","10,855","3,910","50,209","0","1,810,000","0","34,739"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","285,000","285,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","949,227","898,614","1,073,450","932,905","1,136,214","1,049,882","1,148,046","1,220,823","1,038,441","929,569","1,036,247","1,048,352"
"6213","従業員賞与","89,000","89,000","89,000","-274,759","89,000","89,000","89,000","89,000","-192,794","89,000","89,000","89,000"
"6312","法定福利費","135,944","135,390","135,389","112,701","343,222","162,701","176,729","199,682","199,506","174,550","199,944","199,943"
"6226","厚生費","21,774","3,680","3,680","3,680","3,680","3,680","62,916","3,680","7,498","31,741","3,680","3,680"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","370,000","370,000","370,000","370,000","370,000","370,000","360,930","351,000","351,000","351,000","412,000","412,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","5,455","5,455","867,438","5,455","5,455","5,455","66,636","5,455","5,455","5,455","5,455","5,455"
"6216","修繕費","611,665","3,230","224,380","183,182","630,195","86,440","63,646","73,775","30,560","80,570","30,000","49,600"
"6217","事務用消耗品費","18,855","1,743","10,608","58,149","19,990","19,745","22,766","31,761","27,900","20,729","11,414","22,855"
"6218","通信交通費","23,328","35,708","24,181","23,329","29,395","23,333","32,708","35,696","23,317","29,618","36,812","24,661"
"6219","水道光熱費","344,319","264,662","224,916","150,339","182,542","145,261","251,996","169,544","235,710","251,147","372,821","468,551"
"6221","租税公課","17,800","9,020","145,400","0","0","170,000","56,000","0","54,350","148,000","6,050","171,450"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","1,900","10,000","0","0","0","6,363","0","0","6,000","0","0"
"6224","保険料","10,005","0","0","0","0","0","140,720","347,350","34,360","0","44,310","97,440"
"6225","備品消耗品費","63,439","21,023","18,009","78,532","217,853","50,897","40,834","22,912","41,118","24,910","34,813","3,509"
"6227","管理諸費","45,900","45,900","95,900","45,900","45,900","45,900","85,900","45,900","367,060","45,900","85,900","156,760"
"6228","寄附金","10,000","1,000","0","0","5,000","0","20,000","0","0","18,182","5,000","0"
"6229","その他の一般管理費","16,500","0","33,000","16,500","0","33,000","16,500","16,500","16,500","0","33,000","16,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","87,974","78,370","98,254","59,151","67,401","51,712","66,528","54,188","54,037","82,023","152,437","147,514"
,"販売費及び一般管理費計","4,431,826","3,629,162","4,972,452","3,403,575","4,891,481","4,003,197","4,585,310","4,450,227","3,888,430","5,597,699","3,979,678","4,622,301"
,"営業利益（損失）","358,887","1,243,421","508,771","1,157,549","-348,598","631,350","421,564","1,465,198","1,029,230","-1,446,345","586,738","-362,959"
"7111","受取利息","79","0","0","0","0","0","168","0","0","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","228,947","0","0","0","22","0","0","0","27,273","0"
,"営業外収益計","79","0","228,947","0","0","0","190","0","0","0","27,273","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","2,830","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","2,830","0","0","0","0","0"
,"経常利益（損失）","358,966","1,243,421","737,718","1,157,549","-348,598","631,350","418,924","1,465,198","1,029,230","-1,446,345","614,011","-362,959"
