"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"6229","その他の一般管理費","32,000","15,500","48,500","32,000","15,500","48,500","32,000","32,000","32,000","15,500","48,500","32,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","104,436","115,062","141,912","105,072","132,419","91,305","108,170","99,037","165,137","122,807","261,857","246,082"
,"販売費及び一般管理費計","8,579,501","7,691,065","9,425,057","7,672,451","9,900,295","7,949,785","11,587,669","9,343,300","8,121,605","11,020,642","8,195,257","8,876,395"
,"営業利益（損失）","1,834,938","2,830,098","2,426,557","1,895,774","-458,053","1,383,594","-3,667,282","2,543,194","2,053,162","-2,247,466","1,104,641","-294,318"
"7111","受取利息","138","0","0","0","0","76","256","0","0","0","0","55"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","365,981","0","0","0","22","0","0","26","54,545","0"
,"営業外収益計","138","0","365,981","0","0","76","278","0","0","26","54,545","55"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","2,830","0","0","0","400,000","0"
,"営業外費用計","0","0","0","0","0","0","2,830","0","0","0","400,000","0"
,"経常利益（損失）","1,835,076","2,830,098","2,792,538","1,895,774","-458,053","1,383,670","-3,669,834","2,543,194","2,053,162","-2,247,440","759,186","-294,263"
