"ｺｰﾄﾞ","勘定科目名"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"
"6219","水道光熱費","129,621","142,314","132,325","193,593","146,273","137,070","110,879","126,090","154,420","155,079","112,656","146,617"
"6221","租税公課","75,800","75,000","0","-4,000","0","75,000","0","0","0","75,000","0","74,800"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","7,043","0","0","0","2,118","5,576","0","1,880","0","40,000","0"
"6224","保険料","0","0","0","329,394","0","34,850","500,510","56,300","48,430","39,028","0","-387,580"
"6225","備品消耗品費","41,017","97,653","28,999","12,561","35,238","51,201","37,886","148,683","104,550","40,788","34,899","64,783"
"6227","管理諸費","70,800","70,800","70,800","130,800","70,800","594,800","70,800","278,510","70,800","70,800","70,800","135,800"
"6228","寄付金","0","0","0","0","5,000","0","0","0","0","0","0","0"
"6229","その他の一般管理費","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","2,925","0","0","0","0","0","0","0","0"
"6231","雑費","14,800","34,205","4,500","28,400","29,236","12,836","32,114","2,773","9,336","5,141","34,323","10,704"
,"販売費及び一般管理費計","3,702,867","4,208,560","3,817,198","4,019,096","4,635,991","4,579,452","5,873,209","4,385,947","4,183,725","4,170,678","4,132,562","4,870,238"
,"営業利益（損失）","1,106,978","1,487,732","869,612","1,185,666","1,123,654","411,599","-1,326,132","535,092","743,524","1,316,927","1,272,409","1,524,233"
"7111","受取利息","0","0","12","25","0","0","0","0","26","12","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","-393,396","0","1,111","140","0","0","0","0","0"
,"営業外収益計","0","0","12","-393,371","0","1,111","140","0","26","12","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","400,000","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","400,000","0","0","0","0"
,"経常利益（損失）","1,106,978","1,487,732","869,624","792,295","1,123,654","412,710","-1,325,992","135,092","743,550","1,316,939","1,272,409","1,524,233"
