"ｺｰﾄﾞ","勘定科目名"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"
,"営業利益（損失）","3,112,446","-3,977,478","-7,883,463","-4,122,066","-5,460,911","1,224,751","1,455,152","1,589,053","7,601,932","-1,461,426","-764,475","988,705"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","6,722","7,107","6,922","1,046,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224"
,"営業外収益計","6,722","7,107","6,922","1,046,953","10,166","5,325","8,013","3,712","9,027","4,469","3,799","4,224"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","671","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","1,167,429","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","1,167,429","0","671","0","0","0","0","0","0","0","0"
,"経常利益（損失）","3,119,168","-5,137,800","-7,876,541","-3,075,784","-5,450,745","1,230,076","1,463,165","1,592,765","7,610,959","-1,456,957","-760,676","992,929"
