"ｺｰﾄﾞ","勘定科目名"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","85,000","0","0","0","0","0","60,000","0","0","0"
"6312","法定福利費","440,549","440,549","467,807","408,529","408,529","387,260","394,946","394,946","410,006","364,124","364,124","356,733"
"6226","厚生費","33,497","24,797","102,380","25,300","0","53,960","20,120","32,000","5,000","90,919","5,000","76,450"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","173,683","173,683","173,683","173,683","173,683","415,968","182,424","182,424","182,424","182,424","182,424","182,424"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000","550,000"
"6216","修繕／車両関係費","39,811","181,400","109,500","169,182","50,000","0","0","0","0","0","16,000","0"
"6217","事務用消耗品費","25,781","11,109","20,817","19,020","14,863","7,150","41,390","800","7,559","25,490","7,732","0"
"6218","通信交通費","13,426","14,661","8,302","26,837","8,290","22,515","8,228","8,157","14,524","13,939","26,953","8,162"
"6219","水道光熱費","347,392","421,026","272,317","452,385","436,352","543,645","346,524","457,295","335,722","548,161","397,377","481,621"
"6221","租税公課","0","5,000","0","0","0","1,000","0","4,000","5,000","0","0","4,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","6,163","0","0"
"6224","保険料","38,891","38,891","38,891","38,891","38,891","68,999","38,891","38,891","38,891","38,891","38,891","38,891"
"6225","備品消耗品費","614,970","529,519","869,639","581,107","517,825","259,405","457,314","547,115","795,028","475,333","476,350","419,901"
"6227","管理諸費","217,896","282,631","280,943","292,582","224,200","240,375","248,462","281,497","255,859","267,309","241,793","276,776"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","7,000","0","0","0","0","0","0","0","0","21,000","0","1,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","7,716,971","7,388,569","7,287,068","7,476,769","6,542,455","6,758,877","6,642,399","6,985,498","8,209,708","7,713,119","6,565,282","7,178,912"
,"営業利益（損失）","-1,395,247","-977,071","-1,843,588","-547,602","-2,078,418","-2,803,123","961,973","1,517,008","4,251,001","1,584,115","-1,640,210","75,251"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","20,949","22,381","23,571","23,293","23,023","18,840","9,793","0","14,857","17,661","14,489","9,905"
,"営業外収益計","20,949","22,381","23,571","23,293","23,023","18,840","9,793","0","14,857","17,661","14,489","9,905"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","798","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","798","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-1,374,298","-954,690","-1,820,815","-524,309","-2,055,395","-2,784,283","971,766","1,517,008","4,265,858","1,601,776","-1,625,721","85,156"
