"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"6224","保険料","22,990","54,580","164,820","78,680","-135,500","-122,500","-135,500","-127,080","-108,390","901,427","81,190","-61,040"
"6225","備品消耗品費","211,514","-55,200","107,942","90,927","727,177","91,673","65,957","116,419","65,534","107,518","51,469","104,801"
"6227","管理諸費","1,175,932","3,147,536","1,607,026","1,258,540","5,267,568","562,963","396,890","609,164","835,660","1,279,996","1,292,469","3,614,982"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","125,000","60,000","319,333","-66,000","375,200","95,000","212,160","162,000","30,000","24,000","217,000","80,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","21,818","0","0","0","0","0"
,"販売費及び一般管理費計","24,939,712","27,226,472","41,077,108","36,432,814","32,514,808","16,630,991","19,409,207","23,393,526","13,315,627","-58,830,225","17,712,395","23,909,033"
,"営業利益（損失）","-18,623,799","-20,057,151","-27,535,715","-28,368,688","-28,489,458","-6,374,098","-10,158,416","-15,599,359","-5,038,884","191,044,764","-11,043,330","-17,801,146"
"7111","受取利息","6","5","405,860","313","22","75,008","1,017,123","16","76,348","-132,886","8","6"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","36,000,000","0","1,938","0","1,210","0","0","75,000"
"7118","雑収入","1,331,772","177,759","3,501,039","606,016","3,217,542","5,329,510","5,908,715","329,332","356,802","5,807,374","6,883,922","853,715"
,"営業外収益計","1,331,778","177,764","3,906,899","606,329","39,217,564","5,404,518","6,927,776","329,348","434,360","5,674,488","6,883,930","928,721"
"7511","支払利息","322,062","302,216","404,005","337,969","250,487","507,801","558,266","244,247","702,033","730,262","499,306","364,786"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","-2,872","28,270","0","0","-3,276","0","-13,824","-38,869","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","1,000,000","0","0"
"7519","雑損失","0","0","0","169,260","0","1,200,000","0","97,799","0","38,912","0","0"
,"営業外費用計","322,062","302,216","401,133","535,499","250,487","1,707,801","554,990","342,046","688,209","1,730,305","499,306","364,786"
,"経常利益（損失）","-17,614,083","-20,181,603","-24,029,949","-28,297,858","10,477,619","-2,677,381","-3,785,630","-15,612,057","-5,292,733","194,988,947","-4,658,706","-17,237,211"
