"ｺｰﾄﾞ","勘定科目名","29年 11月","29年 12月","30年  1月","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月"
"6117","支払手数料","10,264,734","15,329,154","10,977,632","9,077,945","10,822,152","12,389,207","9,799,043","10,653,349","10,041,600","11,028,644","11,897,788","10,043,045"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","9,030,000","9,030,000","9,030,000","9,130,000","8,330,000","9,030,000","9,030,000","9,030,000","9,030,000","9,030,000","20,480,000","9,030,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,683,333","1,499,679","1,683,333","1,683,333","1,683,333","1,840,000","1,840,000","357,137","2,640,000","1,840,000","1,840,002","2,000,000"
"6312","法定福利費","6,989,814","8,159,548","5,799,413","7,332,885","6,792,986","6,821,008","7,663,423","8,203,354","11,224,670","4,020,378","11,761,585","6,748,517"
"6226","厚生費","4,006,361","10,055,534","2,458,635","19,921,990","13,022,408","6,323,548","2,302,977","7,623,473","3,573,069","2,730,346","8,005,728","6,702,428"
"6119","退職金","0","0","0","4,000,000","0","0","0","0","0","0","0","0"
"6214","減価償却費","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","14,765,916","25,632,483","13,539,406"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","24,658,190","24,606,040","24,925,578","27,487,232","26,928,968","26,703,167","26,655,579","27,039,447","27,017,883","26,630,940","26,464,013","27,350,384"
"6216","修繕／車両関係費","7,073,540","7,601,799","3,500,032","2,930,148","4,337,948","2,510,850","2,543,136","5,257,979","2,571,887","3,775,176","5,537,795","3,960,473"
"6217","事務用消耗品費","152,177","103,445","146,272","99,558","266,274","154,884","148,498","154,435","170,967","115,373","91,117","142,919"
"6218","通信交通費","955,121","537,921","1,299,626","955,202","520,431","871,235","1,245,058","645,372","1,231,900","848,042","533,943","1,174,839"
"6219","水道光熱費","11,758,244","10,379,545","14,095,216","12,111,638","12,670,714","11,277,849","12,156,719","11,029,742","12,908,716","13,993,439","21,008,456","13,806,030"
"6221","租税公課","166,167","1,490,923","215,749","203,218","224,923","7,892,582","4,364,220","2,065,947","4,323,050","504,843","13,762,112","403,067"
"6222","寄付金","0","5,000","14,000","50,000","10,000","83,500","59,000","62,500","1,062,500","45,000","14,000","61,000"
"6223","接待交際費","1,260,747","736,466","870,675","786,972","607,414","1,707,746","678,617","1,027,706","1,246,515","896,167","1,467,798","3,673,427"
"6224","保険料","1,169,532","1,065,377","1,172,081","1,193,852","1,209,282","1,002,782","1,022,222","1,011,852","1,086,992","1,051,162","2,053,932","1,265,938"
"6225","備品消耗品費","11,755,834","13,029,925","14,966,973","7,883,362","4,419,692","7,274,625","13,276,588","9,039,607","9,515,880","8,677,206","19,642,649","12,636,261"
"6227","管理諸費","8,767,051","8,252,293","6,506,736","6,569,952","7,832,820","6,392,224","10,723,977","14,948,764","7,574,192","8,417,306","12,032,706","6,505,866"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","218,500","129,500","143,500","174,400","202,400","837,180","553,148","249,100","547,068","329,400","103,500","607,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","24,637","0","-10,005","0","0","0","0","0","0","754,197","0"
"6231","雑費","0","2,000","4,320","0","0","220,000","0","220,000","860,000","660,600","78,407","0"
,"販売費及び一般管理費計","226,411,358","255,204,411","227,579,720","229,745,756","237,239,796","228,979,451","234,136,235","233,926,215","229,424,221","223,077,602","280,595,508","228,896,597"
,"営業利益（損失）","-4,060,992","50,305,120","16,082,206","-30,767,594","35,628,563","5,138,561","-19,284,057","83,018,846","-4,729,096","22,203,198","-59,238,333","-24,054,043"
"7111","受取利息","167,500","108,000","0","120,671","190","0","409,500","0","0","405,856","630,990","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","1,797,981","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","67,000,000","1,049","0","0","0","0","0","1,389","1,238","0","0","0"
"7118","雑収入","1,678,800","1,627,141","608,301","550,246","6,251,849","426,382","415,439","439,785","3,857,725","734,397","51,455,727","2,950,398"
,"営業外収益計","68,846,300","1,736,190","608,301","670,917","6,252,039","426,382","824,939","441,174","3,858,963","1,140,253","53,884,698","2,950,398"
"7511","支払利息","127,570","185,030","258,981","186,407","180,036","198,289","371,077","307,554","266,991","414,640","77,998","237,371"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","2,194","61,113","-43,807","14,355","-651","-20","-90","-334","-1,850","1,791","-51,938","-740"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","3,602,011","50,000"
"7519","雑損失","0","0","0","0","0","0","800,000","0","0","0","0","300,000"
,"営業外費用計","129,764","246,143","215,174","200,762","179,385","198,269","1,170,987","307,220","265,141","416,431","3,628,071","586,631"
,"経常利益（損失）","64,655,544","51,795,167","16,475,333","-30,297,439","41,701,217","5,366,674","-19,630,105","83,152,800","-1,135,274","22,927,020","-8,981,706","-21,690,276"
