"ｺｰﾄﾞ","勘定科目名"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"
,"営業利益（損失）","1,203,053","-1,689,254","2,642,095","1,947,741","710,757","1,644,643","1,160,430","1,834,938","2,830,098","2,426,557","1,895,774","-458,053"
"7111","受取利息","0","166","0","0","0","0","66","138","0","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","1,411","2,000","26","0","0","0","0","0","365,981","0","0"
,"営業外収益計","0","1,577","2,000","26","0","0","66","138","0","365,981","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","400,000","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","400,000","0","0","0","0","0","0"
,"経常利益（損失）","1,203,053","-1,687,677","2,644,095","1,947,767","710,757","1,244,643","1,160,496","1,835,076","2,830,098","2,792,538","1,895,774","-458,053"
