"ｺｰﾄﾞ","勘定科目名"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"
"6312","法定福利費","134,603","104,023","104,023","106,992","121,578","121,578","121,578","60,714","60,714","60,714","60,930","60,930"
"6226","厚生費","21,360","94,334","42,466","4,878","909","4,878","54,384","10,384","10,384","0","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","104,598","104,598","104,598","104,655","100,403","100,403","100,403","100,403","100,403","100,403","100,403","100,403"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","330,000","330,000","330,000","330,000","330,000","330,000","330,000","330,000","330,000","330,000","330,000","330,000"
"6216","修繕／車両関係費","0","0","16,000","0","0","76,318","0","62,100","0","0","0","0"
"6217","事務用消耗品費","0","0","100","3,636","0","200","0","200","3,636","0","0","3,870"
"6218","通信交通費","13,365","3,360","22,844","13,627","12,943","12,770","3,360","22,248","12,817","12,745","3,360","22,389"
"6219","水道光熱費","196,500","222,482","254,107","324,623","310,775","257,666","218,416","351,107","507,550","667,763","241,511","48,873"
"6221","租税公課","0","0","0","0","0","34,200","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","19,000","9,000","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","21,000","21,000","0","9,091"
"6224","保険料","15,000","15,000","15,000","44,626","15,000","37,450","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","220,318","51,229","92,879","52,295","355,899","34,254","39,079","283,667","32,185","142,711","70,983","103,748"
"6227","管理諸費","28,095","29,516","34,016","34,443","28,661","27,491","18,532","31,957","16,526","19,852","23,431","18,161"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","10,000","10,000","23,200","10,000","10,000","10,000","10,000","10,000","10,000","22,000","10,000","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","2,701,824","2,953,052","3,257,500","3,042,385","2,857,237","2,404,764","2,115,155","2,296,936","2,220,327","2,680,041","2,344,874","2,054,474"
,"営業利益（損失）","-928,368","509,334","172,039","183,434","-1,020,753","-909,707","672,935","-15,612","44,281","-467,647","1,067,896","-606,165"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","823","937","1,730","2,743","137","1,280","743","460","426","955","396","444"
,"営業外収益計","823","937","1,730","2,743","137","1,280","743","460","426","955","396","444"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-927,545","510,271","173,769","186,177","-1,020,616","-908,427","673,678","-15,152","44,707","-466,692","1,068,292","-605,721"
