"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","1,316,000","1,316,000","1,316,000","1,316,000","1,316,000","1,303,000","1,303,000","1,303,000","1,317,300","1,303,000","1,303,000"
"6216","修繕／車両関係費","0","168,600","159,500","269,200","750,500","191,764","412,727","275,100","178,000","434,300","222,320","154,900"
"6217","事務用消耗品費","0","0","0","0","400","1,595","2,200","0","750","1,249","700","0"
"6218","通信交通費","0","11,535","11,764","9,141","11,549","9,144","9,153","4,843","4,848","15,840","11,550","2,452"
"6219","水道光熱費","0","623,710","648,227","573,844","894,495","655,075","650,435","814,588","780,041","636,117","843,093","1,014,327"
"6221","租税公課","0","4,000","2,000","4,000","4,000","2,000","6,000","4,000","0","4,000","4,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","60,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","0","377,754","311,428","621,137","252,273","256,304","385,422","676,556","250,986","211,315","339,635","837,713"
"6227","管理諸費","0","143,132","130,247","135,907","132,597","143,057","250,247","147,692","130,897","142,457","132,597","136,036"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","30,000","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","7,681,983","7,917,016","8,608,632","8,594,965","7,488,150","8,367,059","8,067,931","7,630,380","7,953,255","7,941,556","9,283,825"
,"営業利益（損失）","0","-235,641","-562,023","1,595,411","-1,361,628","-752,451","130,005","-2,426,374","-2,145,954","-466,797","-230,987","-1,610,303"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","1,000","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","1,000","0","0","0"
,"経常利益（損失）","0","-235,641","-562,023","1,595,411","-1,361,628","-752,451","130,005","-2,426,374","-2,146,954","-466,797","-230,987","-1,610,303"
