"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"6114","販売促進費","152,806","157,494","152,385","149,205","38,071","64,268","75,656","53,934","91,417","65,789","76,058","109,278"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","951,432","892,221","842,017","979,499","472,444","417,563","592,378","823,752","803,807","694,013","785,663","844,677"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","841,781","94,000","94,000","94,000","0","0","0","0","0","0","0","0"
"6312","法定福利費","477,508","345,711","333,582","280,370","280,370","307,370","275,369","298,641","304,195","274,889","276,983","276,983"
"6226","厚生費","97,639","120,065","132,949","174,798","17,804","-6,382","51,412","72,329","65,411","62,512","30,992","65,303"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","137,296","137,296","137,296","137,296","137,296","137,296","137,296","137,296","137,296","225,838","93,607","93,607"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,205,910","2,205,910","2,205,910","2,205,910","254,546","254,546","6,108,637","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910"
"6216","修繕／車両関係費","474,500","89,900","1,080,490","55,000","0","0","21,909","0","43,000","77,000","599,000","18,182"
"6217","事務用消耗品費","6,077","7,596","500","4,706","0","6,632","4,673","0","511","1,047","1,388","0"
"6218","通信交通費","11,199","11,030","11,040","11,018","11,104","13,462","11,140","11,021","11,351","13,128","11,005","11,546"
"6219","水道光熱費","779,842","599,942","911,117","503,819","777,451","287,469","494,062","502,693","793,268","699,333","786,510","462,257"
"6221","租税公課","4,000","4,000","0","4,000","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","5,000","0","0","0"
"6223","接待交際費","0","0","0","0","0","10,000","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","1,614,866","708,437","623,885","859,003","502,563","244,919","743,350","707,791","512,393","505,205","1,239,755","1,250,092"
"6227","管理諸費","218,080","212,885","221,247","312,556","256,176","83,063","136,322","1,225,686","482,680","194,314","223,368","163,535"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","4,000","4,000","0","4,500","0","4,000","18,000","4,000","0","4,000","0","4,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","15,604,071","12,475,253","13,234,395","13,122,236","7,297,768","6,338,657","14,457,321","11,790,603","11,489,790","10,523,466","12,327,395","11,871,329"
,"営業利益（損失）","2,339,789","3,100,864","243,309","4,362,860","-2,547,301","51,327","-3,027,322","1,027,727","1,593,392","926,619","569,668","1,957,474"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","204,103","204,659","202,616","203,201","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454"
,"営業外収益計","204,103","204,659","202,616","203,201","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","2","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","200,000","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","2","0","0","0","0","0","0","200,000","0","0"
,"経常利益（損失）","2,543,892","3,305,523","445,923","4,566,061","-2,345,847","252,781","-2,825,868","1,229,181","1,794,846","928,073","771,122","2,158,928"
