"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","6,500","0","0","0","0","0","0","0","0","12,000","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","9,363,557","10,727,625","11,178,340","10,432,422","9,348,468","9,869,877","10,669,375","8,769,648","10,466,988","8,896,206","9,476,259","9,334,845"
,"営業利益（損失）","2,355,947","3,211,798","-675,555","1,442,698","963,714","4,338,494","2,409,627","894,426","2,786,190","1,861,240","1,821,401","415,455"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-6","0","206","0","0","0","0","0","0","0","10,000","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","-6","0","206","0","0","0","0","0","0","0","10,000","0"
,"経常利益（損失）","2,355,953","3,211,798","-675,761","1,442,698","963,714","4,338,494","2,409,627","894,426","2,786,190","1,861,240","1,811,401","415,455"
