"ｺｰﾄﾞ","勘定科目名"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"
"6114","販売促進費","50,532","38,076","55,269","53,622","54,467","40,187","19,955","34,596","39,561","40,682","5,898","14,467"
"6115","荷造発送費","90,013","78,623","111,708","87,505","150,210","26,691","8,360","142,310","93,700","146,250","91,720","58,530"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","279,966","223,488","255,115","259,265","304,132","104,337","56,850","312,501","325,381","343,940","297,977","172,579"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","20,000","0","0","0","0","0","0","0","0"
"6312","法定福利費","72,842","91,615","91,615","94,417","91,615","91,615","97,339","98,901","98,901","98,901","98,901","98,901"
"6226","厚生費","28,300","9,011","5,000","0","6,007","0","0","5,000","5,000","5,000","48,478","5,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","157,420","157,420","157,420","157,420","157,420","157,420","-640,234","140,942","140,942","140,942","140,942","140,942"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000"
"6216","修繕／車両関係費","0","0","0","0","44,545","0","0","0","0","0","28,000","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","6,792","6,788","6,785","7,801","6,794","6,813","6,785","4,715","10,984","9,729","13,888","13,833"
"6219","水道光熱費","199,346","158,242","210,338","160,813","218,284","183,989","163,404","143,681","145,893","181,091","254,489","100,080"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","50,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","83,914","149,408","133,342","142,443","146,194","42,451","6,500","71,404","132,952","83,721","77,456","131,941"
"6227","管理諸費","167,249","48,374","47,249","47,249","58,144","46,125","0","48,374","47,249","84,249","59,249","173,249"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","20,500","0","0","0","0","0","0","0","20,500","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","833","0","0","0","0","3,214","0","0"
,"販売費及び一般管理費計","2,760,184","2,202,860","2,473,772","2,449,732","2,698,629","1,974,000","962,935","2,395,341","2,509,183","2,723,423","2,508,689","2,264,730"
,"営業利益（損失）","-94,732","-56,974","-311,959","37,697","81,048","-1,422,992","-1,034,563","62,312","-2,360","759,209","-589,998","-988,443"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","6,923","0","0","29,851","54","0","1"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","600,000","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","6,923","600,000","0","29,851","54","0","1"
,"経常利益（損失）","-94,732","-56,974","-311,959","37,697","81,048","-1,429,915","-1,634,563","62,312","-32,211","759,155","-589,998","-988,444"
