"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
"6311","雑給","2,060,606","1,746,339","1,618,630","1,521,731","1,605,732","1,757,631","1,670,421","1,551,815","1,622,829","2,019,763","1,932,994","1,993,748"
"6112","旅費交通費","118,512","97,351","110,417","91,276","88,110","95,356","80,103","73,111","74,489","78,097","75,584","71,957"
"6113","広告宣伝費","750,548","704,839","754,367","1,039,856","607,341","773,299","801,048","692,691","755,381","915,226","961,162","840,030"
"6114","販売促進費","60,209","54,714","81,573","60,362","61,489","68,579","63,632","71,772","58,974","87,393","116,492","87,173"
"6115","荷造発送費","0","0","0","0","0","0","0","0","955","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","258,880","217,494","217,651","250,711","252,109","253,003","310,401","234,427","286,482","250,462","224,398","277,282"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","52,000","52,000","52,000","181,000","52,000","52,000","52,000","52,000","52,000","183,236","52,000","52,000"
"6312","法定福利費","217,789","193,947","252,852","314,700","252,852","228,168","230,761","230,261","230,261","260,274","203,614","199,887"
"6226","厚生費","59,576","178,474","162,852","199,571","78,158","19,629","305,166","24,639","52,987","26,696","88,400","-9,682"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","185,598","185,598","185,598","185,598","185,598","185,598","-14,313","176,388","176,388","176,388","176,388","176,388"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","944,444","944,444","944,444","995,833","944,444","944,444","958,333","940,909","940,909","940,909","940,909","940,909"
"6216","修繕／車両関係費","194,315","149,407","295,583","114,759","137,132","169,642","201,640","49,500","172,300","89,864","207,000","93,500"
"6217","事務用消耗品費","1,218","0","0","0","0","600","251","0","300","6,345","0","0"
"6218","通信交通費","3,154","14,564","23,763","3,002","27,378","3,003","23,788","13,109","3,003","13,447","24,059","3,003"
"6219","水道光熱費","403,905","618,442","436,118","676,834","468,187","892,222","712,038","952,716","481,432","793,393","416,311","547,316"
"6221","租税公課","6,000","4,000","4,000","4,000","4,000","2,400","4,000","2,000","5,200","6,000","4,000","4,000"
"6222","寄付金","5,000","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","10,000","0","0","0","0","0","0","0","0"
"6224","保険料","23,641","23,641","23,641","23,641","23,641","23,641","23,641","27,560","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","447,938","456,082","544,297","380,497","480,335","553,191","1,826,655","342,120","381,014","663,904","358,730","427,504"
"6227","管理諸費","819,444","133,240","123,902","135,992","115,144","123,033","128,103","130,214","274,033","128,074","110,149","122,804"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","10,000","0","12,000","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","7,713,536","6,895,378","7,075,970","7,412,496","6,584,766","7,225,243","8,369,261","6,628,796","6,673,001","7,713,630","6,909,690","6,878,319"
,"営業利益（損失）","4,909,723","3,172,122","2,822,569","2,144,058","3,225,946","3,591,094","295,425","2,459,992","3,134,712","4,104,761","3,597,130","2,231,157"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","5,696","0","0","5,620","0","0","3,936","0","0","4,793","0"
,"営業外収益計","0","5,696","0","0","5,620","0","0","3,936","0","0","4,793","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","-123","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","200,000","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","200,000","0","-123","0","0","0"
,"経常利益（損失）","4,909,723","3,177,818","2,822,569","2,144,058","3,231,566","3,591,094","95,425","2,463,928","3,134,835","4,104,761","3,601,923","2,231,157"
