"ｺｰﾄﾞ","勘定科目名"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"
"6231","雑費","4,213","17,199","0","30,195","20,290","0","11,485","19,249","4,000","1,336","10,361","65,000"
,"販売費及び一般管理費計","131,769,590","192,778,876","201,971,287","213,895,835","179,770,932","175,341,765","208,381,027","186,470,822","192,225,556","178,091,888","192,829,699","159,695,190"
,"営業利益（損失）","157,117,215","-6,781,018","-11,398,426","-18,670,078","-27,962,504","-28,918,525","-15,585,740","-28,368,978","-33,777,412","-33,143,078","-31,999,751","-51,408,917"
"7111","受取利息","-132,886","8","6","12","17","77,489","455","1","9","833,348","833,356","835,047"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","75,000","3,000,000","0","509","0","12,000,000","91","9,490,200","0","0"
"7118","雑収入","6,172,361","7,237,651","2,650,076","2,703,996","4,422,645","15,757,227","4,042,086","2,920,173","5,571,387","15,106,013","1,615,769","4,553,200"
,"営業外収益計","6,039,475","7,237,659","2,725,082","5,704,008","4,422,662","15,835,225","4,042,541","14,920,174","5,571,487","25,429,561","2,449,125","5,388,247"
"7511","支払利息","730,262","499,306","364,786","-734,863","459,562","759,830","157,392","542,847","542,245","90,769","539,332","471,776"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-38,443","3,417","-1,964","540","-35,284","-308","-632","0","1,100","2,888","8,900","5,750"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","10,230,836","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","38,912","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","10,961,567","502,723","362,822","-734,323","424,278","759,522","156,760","542,847","543,345","93,657","548,232","477,526"
,"経常利益（損失）","152,195,123","-46,082","-9,036,166","-12,231,747","-23,964,120","-13,842,822","-11,699,959","-13,991,651","-28,749,270","-7,807,174","-30,098,858","-46,498,196"
